0;0;1 2 9 17 23 25 35 43 45 51 52 56 61 66 97 
1;0;1 6 9 21 24 26 34 42 45 50 52 56 61 66 97 
2;0;1 2 9 17 23 26 32 44 45 51 52 56 61 66 97 
3;0;1 2 9 14 24 25 36 43 46 51 52 59 61 81 96 
4;0;1 2 9 17 23 25 30 43 45 51 52 56 61 66 97 
5;0;1 2 9 17 23 27 29 44 45 50 52 56 61 66 97 
6;0;1 2 9 15 23 27 34 42 45 50 52 56 61 66 97 
7;0;1 2 9 15 23 25 32 43 45 51 52 56 61 66 96 
8;0;1 9 14 24 26 44 45 50 52 56 61 66 97 
9;0;1 2 9 17 23 25 36 41 45 50 52 56 61 66 97 
10;0;1 2 9 18 24 27 37 42 45 51 52 56 61 66 97 
11;0;1 5 9 15 23 25 40 43 45 51 52 56 61 66 96 
12;0;1 2 9 17 23 25 31 43 45 51 52 56 61 66 97 
13;0;1 2 9 15 23 27 36 44 45 50 52 56 61 66 97 
14;0;1 2 9 17 23 27 33 44 45 51 52 58 61 66 97 
15;0;1 2 9 14 24 25 34 41 45 50 52 56 61 66 96 
16;0;1 5 9 15 23 25 36 43 45 51 52 56 61 66 97 
17;0;1 2 9 17 23 26 36 42 45 50 52 56 61 66 97 
18;0;1 2 9 16 23 27 31 44 48 51 52 56 61 72 97 
19;0;1 7 9 20 23 25 34 41 45 50 52 56 61 66 96 
20;0;1 2 9 17 23 25 30 43 45 51 52 56 61 66 97 
21;0;1 2 9 16 23 27 31 42 45 50 52 56 61 66 97 
22;0;1 2 9 17 23 27 36 42 45 51 52 56 61 66 97 
23;0;1 3 9 16 23 27 30 42 45 51 52 56 61 66 97 
24;0;1 6 9 21 24 25 33 43 49 51 52 56 61 66 96 
25;0;1 2 9 16 23 25 36 43 45 51 52 56 61 72 97 
26;0;1 6 9 17 23 25 39 43 45 51 52 56 61 66 97 
27;0;1 2 9 15 23 27 38 44 45 51 52 56 61 66 97 
28;0;1 6 9 21 24 25 34 41 45 50 52 56 61 66 96 
29;0;1 2 9 15 23 25 30 43 45 51 52 56 61 66 97 
30;0;1 2 9 17 23 27 32 44 45 51 52 56 61 66 97 
31;0;1 2 9 15 23 27 38 44 45 51 52 56 61 66 97 
32;0;1 2 9 14 24 27 34 44 45 50 52 56 61 66 96 
33;0;1 2 9 17 23 25 33 43 45 51 52 56 61 66 97 
34;0;1 5 9 15 23 26 36 42 45 50 52 56 61 66 97 
35;0;1 2 9 14 24 27 31 44 45 51 52 56 61 66 97 
36;0;1 4 9 21 24 25 32 43 45 51 52 56 61 66 96 
37;0;1 2 9 14 24 27 34 44 45 50 52 56 61 66 97 
38;0;1 2 9 20 23 25 33 43 45 51 52 56 63 66 97 
39;0;1 2 9 16 23 27 30 44 45 51 52 56 61 72 97 
40;0;1 2 9 15 23 25 29 43 45 51 52 56 61 66 96 
41;0;1 5 9 19 24 27 36 44 45 51 52 56 61 72 97 
42;0;1 2 9 17 23 27 31 44 45 50 52 56 61 66 97 
43;0;1 2 9 15 23 27 32 44 46 50 52 56 61 81 97 
44;0;1 2 9 17 23 25 32 43 45 51 52 56 61 66 96 
45;0;1 2 9 17 23 25 35 43 45 51 52 56 61 66 97 
46;0;1 2 9 19 24 27 33 42 45 50 52 56 61 66 97 
47;0;1 2 9 16 23 27 37 44 45 51 52 56 61 72 97 
48;0;1 7 9 17 23 25 30 43 45 51 53 56 61 66 97 
49;0;1 2 9 15 23 25 32 41 45 50 52 56 61 66 96 
50;0;1 2 9 14 24 25 34 43 45 51 52 56 61 66 97 
51;0;1 3 9 17 23 27 31 42 45 50 52 56 61 66 97 
52;0;1 2 9 17 23 27 36 44 45 50 52 56 61 66 97 
53;0;1 2 9 14 24 25 38 43 45 51 55 56 61 66 96 
54;0;1 2 9 16 23 27 30 44 48 51 52 56 61 66 97 
55;0;1 2 9 19 24 27 30 44 45 51 52 56 61 66 97 
56;0;1 2 9 16 23 27 31 42 45 51 52 56 61 66 97 
57;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66 96 
58;0;1 2 9 15 23 27 30 42 45 51 52 56 61 66 97 
59;0;1 2 9 14 24 25 35 43 45 51 52 56 61 73 97 
60;0;1 6 9 21 24 26 34 42 45 51 52 56 61 66 97 
61;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66 96 
62;0;1 2 9 21 24 25 34 41 45 50 52 56 61 66 97 
63;0;1 2 9 17 23 25 33 41 45 50 52 56 61 66 97 
64;0;1 2 9 14 24 27 32 44 45 51 52 56 61 66 97 
65;0;1 2 9 21 24 25 34 41 46 50 52 56 61 77 96 
66;0;1 2 9 17 23 27 31 42 45 50 52 56 61 66 97 
67;0;1 2 9 20 23 27 31 42 45 50 52 56 61 66 97 
68;0;1 2 9 17 23 27 31 42 49 51 52 56 61 66 97 
69;0;1 7 9 15 23 25 35 43 45 51 52 56 61 66 97 
70;0;1 2 9 14 24 25 30 43 45 51 52 56 61 66 96 
71;0;1 2 9 16 23 27 39 42 49 51 52 56 61 66 97 
72;0;1 2 9 15 23 27 31 42 45 51 52 56 61 66 97 
73;0;1 2 9 15 23 26 29 42 45 51 52 56 61 66 97 
74;0;1 9 20 23 25 43 45 51 52 56 61 66 96 
75;0;1 2 9 17 23 25 32 43 45 51 52 56 61 66 97 
